## date = '2021-02-28 12:29:33.956921'
## execstr = '/home/jamesk/.local/bin/metagene generate refGene_orfs --landmark cds_start --annotation_files refGene.gtf.gz'
## args = {  
##          'add_three'                 : False,,
##          'annotation_files'          : ['refGene.gtf.gz'],,
##          'annotation_format'         : 'GTF2',,
##          'bed_extra_columns'         : 0,,
##          'downstream'                : 50,,
##          'gff_cds_types'             : set(['CDS_predicted', 'CDS_indpendently_known', 'CDS', 'CDS_fragment']),,
##          'gff_exon_types'            : set(['noncoding_exon', 'exon_of_single_exon_gene', 'three_prime_coding_exonfive_prime_noncoding_exon', 'three_prime_noncoding_exon', 'interior_exon', 'interior_coding_exon', 'coding_exon', 'pseudogenic_exon', 'exon', 'five_prime_coding_exon']),,
##          'gff_transcript_types'      : set(['C_D_box_snoRNA', 'mRNA_recoded_by_translational_bypass', 'telomeric_transcript', 'DsrA_RNA', 'large_subunit_rRNA', 'ARRET', 'scRNA', 'ARIA', 'asparaginyl_tRNA', 'non_functional_homolog_of_pseudogenic_transcript', 'rRNA_23S', 'glycyl_tRNA', 'antisense_RNA', 'rRNA_18S', 'Y_RNA', 'monocistronic_mRNA', 'antisense_lncRNA', 'small_subunit_rRNA', 'moR', 'CsrB_RsmB_RNA', 'U6atac_snRNA', 'snoRNA', 'threonyl_tRNA', 'RNase_MRP_RNA', 'pseudogenic_transcript', 'rRNA_25S', 'IoR', 'pseudouridylation_guide_snoRNA', 'anti_ARRET', 'U11_snRNA', 'telomerase_RNA', 'U4_snRNA', 'alanyl_tRNA', 'mRNA_with_plus_2_frameshift', 'lysyl_tRNA', 'rRNA_cleavage_RNA', 'snRNA', 'U12_snRNA', 'mRNA_recoded_by_codon_redefinition', 'enzymatic_RNA', 'GcvB_RNA', 'U6_snRNA', 'tRNA', 'piRNA', 'enhancerRNA', 'aspartyl_tRNA', 'seryl_tRNA', 'U2_snRNA', 'polycistronic_mRNA', 'cysteinyl_tRNA', 'mRNA', 'lincRNA', 'guide_RNA', 'vault_RNA', 'isoleucyl_tRNA', 'intronic_lncRNA', 'methylation_guide_snoRNA', 'polyadenylated_mRNA', 'edited_transcript', 'priRNA', 'transcript', 'methionyl_tRNA', 'glutamyl_tRNA', 'TERRA', 'phenylalanyl_tRNA', 'valyl_tRNA', 'class_II_RNA', 'miRNA', 'RNA_6S', 'RNase_P_RNA', 'mRNA_with_frameshift', 'shRNA', 'H_ACA_box_snoRNA', 'histidyl_tRNA', 'dicistronic_mRNA', 'mRNA_with_minus_2_frameshift', 'mature_transcript', 'rRNA_21S', 'edited_mRNA', 'pyrrollysyl_tRNA', 'prolyl_tRNA', 'mRNA_with_plus_1_frameshift', 'rRNA', 'rRNA_5S', 'U1_snRNA', 'ncRNA', 'siRNA', 'leucyl_tRNA', 'spot42_RNA', 'U3_snoRNA', 'U5_snRNA', 'tasiRNA', 'arginyl_tRNA', 'lnc_RNA', 'MicF_RNA', 'RprA_RNA', 'U4atac_snRNA', 'trans_spliced_mRNA', 'small_regulatory_ncRNA', 'tyrosyl_tRNA', 'glutaminyl_tRNA', 'selenocysteinyl_tRNA', 'tmRNA', 'RRE_RNA', 'U14_snoRNA', 'OxyS_RNA', 'SRP_RNA', 'tryptophanyl_tRNA', 'rasiRNA', 'rRNA_16S', 'edited_transcript_by_A_to_I_substitution', 'mRNA_with_minus_1_frameshift', 'rRNA_28S', 'recoded_mRNA', 'class_I_RNA', 'rRNA_5_8S']),,
##          'group_by'                  : 'gene_id',,
##          'landmark'                  : 'cds_start',,
##          'mask_add_three'            : False,,
##          'mask_annotation_files'     : [],,
##          'mask_annotation_format'    : 'GTF2',,
##          'mask_bed_extra_columns'    : 0,,
##          'mask_gff_cds_types'        : set(['CDS_predicted', 'CDS_indpendently_known', 'CDS', 'CDS_fragment']),,
##          'mask_gff_exon_types'       : set(['noncoding_exon', 'exon_of_single_exon_gene', 'three_prime_coding_exonfive_prime_noncoding_exon', 'three_prime_noncoding_exon', 'interior_exon', 'interior_coding_exon', 'coding_exon', 'pseudogenic_exon', 'exon', 'five_prime_coding_exon']),,
##          'mask_gff_transcript_types' : set(['C_D_box_snoRNA', 'mRNA_recoded_by_translational_bypass', 'telomeric_transcript', 'DsrA_RNA', 'large_subunit_rRNA', 'ARRET', 'scRNA', 'ARIA', 'asparaginyl_tRNA', 'non_functional_homolog_of_pseudogenic_transcript', 'rRNA_23S', 'glycyl_tRNA', 'antisense_RNA', 'rRNA_18S', 'Y_RNA', 'monocistronic_mRNA', 'antisense_lncRNA', 'small_subunit_rRNA', 'moR', 'CsrB_RsmB_RNA', 'U6atac_snRNA', 'snoRNA', 'threonyl_tRNA', 'RNase_MRP_RNA', 'pseudogenic_transcript', 'rRNA_25S', 'IoR', 'pseudouridylation_guide_snoRNA', 'anti_ARRET', 'U11_snRNA', 'telomerase_RNA', 'U4_snRNA', 'alanyl_tRNA', 'mRNA_with_plus_2_frameshift', 'lysyl_tRNA', 'rRNA_cleavage_RNA', 'snRNA', 'U12_snRNA', 'mRNA_recoded_by_codon_redefinition', 'enzymatic_RNA', 'GcvB_RNA', 'U6_snRNA', 'tRNA', 'piRNA', 'enhancerRNA', 'aspartyl_tRNA', 'seryl_tRNA', 'U2_snRNA', 'polycistronic_mRNA', 'cysteinyl_tRNA', 'mRNA', 'lincRNA', 'guide_RNA', 'vault_RNA', 'isoleucyl_tRNA', 'intronic_lncRNA', 'methylation_guide_snoRNA', 'polyadenylated_mRNA', 'edited_transcript', 'priRNA', 'transcript', 'methionyl_tRNA', 'glutamyl_tRNA', 'TERRA', 'phenylalanyl_tRNA', 'valyl_tRNA', 'class_II_RNA', 'miRNA', 'RNA_6S', 'RNase_P_RNA', 'mRNA_with_frameshift', 'shRNA', 'H_ACA_box_snoRNA', 'histidyl_tRNA', 'dicistronic_mRNA', 'mRNA_with_minus_2_frameshift', 'mature_transcript', 'rRNA_21S', 'edited_mRNA', 'pyrrollysyl_tRNA', 'prolyl_tRNA', 'mRNA_with_plus_1_frameshift', 'rRNA', 'rRNA_5S', 'U1_snRNA', 'ncRNA', 'siRNA', 'leucyl_tRNA', 'spot42_RNA', 'U3_snoRNA', 'U5_snRNA', 'tasiRNA', 'arginyl_tRNA', 'lnc_RNA', 'MicF_RNA', 'RprA_RNA', 'U4atac_snRNA', 'trans_spliced_mRNA', 'small_regulatory_ncRNA', 'tyrosyl_tRNA', 'glutaminyl_tRNA', 'selenocysteinyl_tRNA', 'tmRNA', 'RRE_RNA', 'U14_snoRNA', 'OxyS_RNA', 'SRP_RNA', 'tryptophanyl_tRNA', 'rasiRNA', 'rRNA_16S', 'edited_transcript_by_A_to_I_substitution', 'mRNA_with_minus_1_frameshift', 'rRNA_28S', 'recoded_mRNA', 'class_I_RNA', 'rRNA_5_8S']),,
##          'mask_maxmem'               : 0,,
##          'mask_sorted'               : False,,
##          'mask_tabix'                : False,,
##          'maxmem'                    : 0,,
##          'outbase'                   : 'refGene_orfs',,
##          'program'                   : 'generate',,
##          'sorted'                    : False,,
##          'tabix'                     : False,,
##          'upstream'                  : 50,,
##          'warnlevel'                 : 0,
##        }
region_id	window_size	region	masked	alignment_offset	zero_point
NM_000014	100	chr12:9115799-9115899(-)	na	0	50
NM_000015	100	chr8:18391301-18391345^18399997-18400053(+)	na	0	50
NM_000016	100	chr1:75724737-75724817^75728400-75728420(+)	na	0	50
NM_000017	100	chr12:120725835-120725931^120727025-120727029(+)	na	0	50
NM_000018	100	chr17:7219937-7220034(+)	na	3	50
NM_000019	100	chr11:108121566-108121656(+)	na	10	50
NM_000020	100	chr12:51907650-51907695^51912469-51912524(+)	na	0	50
NM_000021	100	chr14:73147969-73148069(+)	na	0	50
NM_000022	100	chr20:44636271-44636288^44651574-44651657(-)	na	0	50
NM_000023	100	chr17:50166004-50166077^50167367-50167380(+)	na	14	50
NM_000024	100	chr5:148826781-148826881(+)	na	0	50
NM_000025	100	chr8:37966419-37966519(-)	na	0	50
NM_000026	100	chr22:40346508-40346608(+)	na	0	50
NM_000027	100	chr4:177442325-177442425(-)	na	0	50
NM_000028	100	chr1:99850992-99851092(+)	na	0	50
NM_000030	100	chr2:240868823-240868915(+)	na	8	50
NM_000031	100	chr9:113393509-113393609(-)	na	0	50
NM_000032	100	chrX:55025950-55026015^55030941-55030976(-)	na	0	50
NM_000033	100	chrX:153725216-153725316(+)	na	0	50
NM_000035	100	chr9:101430837-101430897^101435708-101435748(-)	na	0	50
NM_000036	100	chr1:114688725-114688741^114693435-114693447^114695449-114695521(-)	na	0	50
NM_000037	100	chr8:41758114-41758137^41797511-41797588(-)	na	0	50
NM_000038	100	chr5:112737893-112737925^112754872-112754940(+)	na	0	50
NM_000039	100	chr11:116837150-116837157^116837344-116837407^116837604-116837622(-)	na	12	50
NM_000040	100	chr11:116829906-116829940^116830569-116830632(+)	na	3	50
NM_000041	100	chr19:44905814-44905841^44906601-44906667^44907759-44907766(+)	na	0	50
NM_000042	100	chr17:66229329-66229415(-)	na	14	50
NM_000043	100	chr10:88990826-88990906^89003028-89003048(+)	na	0	50
NM_000044	100	chrX:67545096-67545196(+)	na	0	50
NM_000045	100	chr6:131573232-131573332(+)	na	0	50
NM_000046	100	chr5:78985198-78985298(-)	na	0	50
NM_000047	100	chrX:2958408-2958435^2960377-2960420^2964223-2964253(-)	na	0	50
NM_000048	100	chr7:66075849-66075856^66076038-66076093^66081802-66081840(+)	na	0	50
NM_000049	100	chr17:3476109-3476209(+)	na	0	50
NM_000050	100	chr9:130450288-130450333^130452223-130452278(+)	na	0	50
NM_000051	100	chr11:108223166-108223186^108227594-108227674(+)	na	0	50
NM_000052	100	chrX:77910806-77910835^77971620-77971691(+)	na	0	50
NM_000053	100	chr13:52011287-52011387(-)	na	0	50
NM_000054	100	chrX:153905095-153905170^153905531-153905556(+)	na	0	50
NM_000055	100	chr3:165830983-165831041^165837313-165837355(-)	na	0	50
NM_000056	100	chr6:80106643-80106743(+)	na	0	50
NM_000057	100	chr15:90717394-90717440^90747388-90747442(+)	na	0	50
NM_000059	100	chr13:32315656-32315667^32316421-32316510(+)	na	0	50
NM_000061	100	chrX:101375234-101375314^101386061-101386081(-)	na	0	50
NM_000062	100	chr11:57597694-57597722^57598248-57598320(+)	na	0	50
NM_000064	100	chr19:6720539-6720639(-)	na	0	50
NM_000065	100	chr5:41203180-41203250^41213375-41213405(-)	na	0	50
NM_000066	100	chr1:56965898-56965998(-)	na	0	50
NM_000067	100	chr8:85464031-85464115^85465271-85465287(+)	na	0	50
NM_000068	100	chr19:13506174-13506274(-)	na	0	50
NM_000069	100	chr1:201112289-201112389(-)	na	0	50
NM_000070	100	chr15:42359755-42359855(+)	na	0	50
NM_000072	100	chr7:80646690-80646790(+)	na	0	50
NM_000073	100	chr11:118344373-118344473(+)	na	0	50
NM_000074	100	chrX:136648198-136648298(+)	na	0	50
NM_000075	100	chr12:57751667-57751736^57752174-57752205(-)	na	0	50
NM_000077	100	chr9:21974777-21974857(-)	na	20	50
NM_000078	100	chr16:56961949-56962029(+)	na	20	50
NM_000079	100	chr2:174759626-174759633^174764351-174764444(-)	na	0	50
NM_000080	100	chr17:4902759-4902763^4903017-4903098(-)	na	15	50
NM_000081	100	chr1:235830367-235830424^235833577-235833620(-)	na	0	50
NM_000082	100	chr5:60944958-60945058(-)	na	0	50
NM_000083	100	chr7:143316162-143316262(+)	na	0	50
NM_000084	100	chrX:50067757-50067760^50069878-50069975(+)	na	0	50
NM_000085	100	chr1:16043837-16043880^16044485-16044542(+)	na	0	50
NM_000086	100	chr16:28491556-28491560^28491713-28491809(-)	na	0	50
NM_000087	100	chr4:47952639-47952703^47981392-47981428(-)	na	0	50
NM_000088	100	chr17:50201463-50201563(-)	na	0	50
NM_000089	100	chr7:94394981-94395081(+)	na	0	50
NM_000090	100	chr2:188974439-188974539(+)	na	0	50
NM_000091	100	chr2:227164676-227164776(+)	na	0	50
NM_000092	100	chr2:227147433-227147533(-)	na	0	50
NM_000093	100	chr9:134642137-134642237(+)	na	0	50
NM_000094	100	chr3:48595109-48595160^48595267-48595316(-)	na	0	50
NM_000095	100	chr19:18791219-18791305(-)	na	14	50
NM_000096	100	chr3:149221742-149221829(-)	na	13	50
NM_000097	100	chr3:98593454-98593554(-)	na	0	50
NM_000098	100	chr1:53196893-53196993(+)	na	0	50
NM_000099	100	chr20:23637812-23637912(-)	na	0	50
NM_000100	100	chr21:43776219-43776308(-)	na	11	50
NM_000101	100	chr16:88650963-88651053(-)	na	10	50
NM_000102	100	chr10:102837311-102837411(-)	na	0	50
NM_000103	100	chr15:51242862-51242950^51338494-51338506(-)	na	0	50
NM_000104	100	chr2:38075338-38075389^38075779-38075828(-)	na	0	50
NM_000107	100	chr11:47215086-47215186(+)	na	0	50
NM_000108	100	chr7:107891200-107891289^107893199-107893210(+)	na	0	50
NM_000109	100	chrX:33020157-33020200^33339258-33339315(-)	na	0	50
NM_000110	100	chr1:97883363-97883374^97920883-97920972(-)	na	0	50
NM_000111	100	chr7:107794459-107794559(-)	na	0	50
NM_000112	100	chr5:149960954-149960979^149977627-149977702(+)	na	0	50
NM_000113	100	chr9:129824035-129824135(-)	na	0	50
NM_000115	100	chr13:77918523-77918623(-)	na	0	50
NM_000116	100	chrX:154411793-154411893(+)	na	0	50
NM_000117	100	chrX:154379434-154379534(+)	na	0	50
NM_000118	100	chr9:127854305-127854405(-)	na	0	50
NM_000119	100	chr15:43220775-43220875(-)	na	0	50
NM_000120	100	chr1:225825499-225825544^225828724-225828779(+)	na	0	50
NM_000121	100	chr19:11384157-11384257(-)	na	0	50
NM_000122	100	chr2:127293696-127293718^127294053-127294131(-)	na	0	50
NM_000123	100	chr13:102846216-102846316(+)	na	0	50
NM_000124	100	chr10:49532914-49532978^49538961-49538997(-)	na	0	50
NM_000125	100	chr6:151807862-151807962(+)	na	0	50
NM_000126	100	chr15:76295726-76295737^76311349-76311438(-)	na	0	50
NM_000127	100	chr8:118110996-118111096(-)	na	0	50
NM_000128	100	chr4:186266246-186266295^186267135-186267186(+)	na	0	50
NM_000129	100	chr6:6318614-6318682^6320586-6320618(-)	na	0	50
NM_000130	100	chr1:169586336-169586436(-)	na	0	50
NM_000131	100	chr13:113105791-113105891(+)	na	0	50
NM_000132	100	chrX:155022502-155022602(-)	na	0	50
